StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q93,Q95,Q97,Q99,Q101,Q103,Q105,Q107,Q109,Q111,Q113,Q115,Q117,Q119,Q121,Q123,Q125,Q127,Q129,Q131,Basketball Time_First Click,Basketball Time_Last Click,Basketball Time_Page Submit,Basketball Time_Click Count,Sister P1 Time_First Click,Sister P1 Time_Last Click,Sister P1 Time_Page Submit,Sister P1 Time_Click Count,Sex Pref,Basketball T1 Belief_1,Basketball  T1Action_1,Basketball T1Emotion,AC1:BB,AC1:BB_DO,AC2:BB,AC2:BB_DO,AC3:BB,AC3:BB_DO,AC4:BB,AC4:BB_DO,AC5:BB,AC5:BB_DO,Basketball T2 Belief_1,Basketball T2Action_1,Basketball T2Emotion,Basketball T3 Action_1,Basketball T4_1,Sister P2 Time_First Click,Sister P2 Time_Last Click,Sister P2 Time_Page Submit,Sister P2 Time_Click Count,Sister P3 Time_First Click,Sister P3 Time_Last Click,Sister P3 Time_Page Submit,Sister P3 Time_Click Count,Sister T1 Belief_1,Sister T1 Action_1,Sister T1 Emotions,AC1:S,AC2:S,AC2:S_DO,AC3:S,AC3:S_DO,AC4:S,AC4:S_DO,AC5:S,AC5:S_DO,Sister T2 Belief_1,Sister T2 Action_1,Sister T2 Emotions,Sister T3 Action_1,Sister T4 Action_1,Female Rom Time_First Click,Female Rom Time_Last Click,Female Rom Time_Page Submit,Female Rom Time_Click Count,Male Rom Time_First Click,Male Rom Time_Last Click,Male Rom Time_Page Submit,Male Rom Time_Click Count,Partner T1 Belief_1,Partner T1 Action_1,Partner T1 Emotion,AC 1 Partner,AC 1 Partner_DO,AC 2 Partner,AC 3 Partner,AC 3 Partner_DO,AC 4 Partner,AC 4 Partner_DO,AC 5 Partner,Partner T2 Belief_1,Partner T2 Action_1,Partner T2 Emotions,Partner T3 Action_1,Partner T4 Action_1,Age,Sex,Siblings,Sons,Daughters,Rel Status,Ed,Income,MTurk ID,Feedback,SC0,SC1,SC2,SC3,SC4,BotCheckUS,Attention Check Basketball,Attention Check Sister,Attention Check Partner,MTurkCode,FL_129_DO,FL_38_DO,FL_32_DO,FL_241_DO,VowelTest_DO,T1DependentVariables:Basketball_DO,AttentionCheck:Basketball_DO,T2DependentVariables:Basketball_DO,T1DependentVariables:Sister_DO,AttentionCheck:Sister_DO,T2DependentVariables:Sister_DO,T1DependentVariables:Partner_DO,AttentionCheck:Partner_DO,T2DependentVariables:Partner_DO
2020-12-28 12:37:01,2020-12-28 12:41:54,IP Address,71.15.23.123,100,293,True,2020-12-28 12:41:55,R_9AAu8VQxTBieR5n,,,,,34.9445953369140625,-82.22139739990234375,anonymous,EN,,,,,,,aie,,,,,,,,,,,,,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.989,80.5,84.541,3,,,,,0,0,"Angry,Mentally ill,Depressed,Distressed,Devious,Jealous",Hitting her,Stealing from you|Hitting her|Drug use|Drinking and driving,,Your romantic partner,Your old roomate|Your romantic partner|Your ex|Your brother,,,False,0,0,"Angry,Sad,Mentally ill,Depressed,Distressed,Devious,Jealous",100,0,38,Male,2,0,0,Married,Master's degree,72500,A2XHD64QUKA5Z6,,0,1,0,0,3,1,,,3,98458965,IntroSex,,,CryingwithBehaviorChange:Partner,Q105,,,,,,,Partner T1 DV|Partner T1 Belief|Partner T1 Action|Partner T1 Emotion,AC 3 Partner|AC 5 Partner|AC 1 Partner,Partner T2 DV|Partner T2 Action|Partner T2 Belief|Partner T2 Emotions
2020-12-28 12:39:30,2020-12-28 12:42:00,IP Address,24.10.48.19,100,150,True,2020-12-28 12:42:01,R_1gBm9xiVMZsrcHY,,,,,38.2722930908203125,-121.29759979248046875,anonymous,EN,,,,,,,,,,,oea,,,,,,,,,,,,,,,,,,Males,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.74,15.74,35.356,1,41,48,"Angry,Sad",Hitting her,Stealing from you|Drinking and driving|Hitting her|Drug use,,,,Extremely rude and avoidant,Shy|Extremely rude and avoidant|Pleasant|Kind and courteous,False,71,91,"Sad,Suicidal,Mentally ill,Depressed,Distressed,Traumatized",100,0,30,Female,2,0,0,Unmarried in a long-term relationship,Bachelor's degree,36000,A1ODA3Q5H6HTDQ,,0,1,0,0,3,1,,,3,33456620,IntroSex,,,SuicideAttempt:Partner,Q113,,,,,,,Partner T1 DV|Partner T1 Belief|Partner T1 Action|Partner T1 Emotion,AC 1 Partner|AC 4 Partner|AC 5 Partner,Partner T2 DV|Partner T2 Action|Partner T2 Belief|Partner T2 Emotions
2020-12-28 12:36:46,2020-12-28 12:42:01,IP Address,73.136.155.223,100,314,True,2020-12-28 12:42:01,R_C98aQfge2ZfQOPv,,,,,29.673095703125,-95.585601806640625,anonymous,EN,ao,,,,,,,,,,,,,,,,,,,,,,,,0,0,25.91,0,,,,,,,,,,,,,,,,,,,,0,0,28.04,0,0,0,41.31,0,32,36,"Depressed,Distressed,Devious,Jealous",,Groping her,Groping her|Drinking and driving|Stealing from you|Drug use,Your brother-in-law lost his house in a fire,Your brother-in-law lost his job|Yourbrother-in-law just moved to the area and needed a place to stay|Your brother-in-law lost his house in a fire|Your brother-in-law sold his house and is waiting to buy a new one,Your mother,Your father|Your brother|Your mother|You best friend,,,78,99,"Sad,Depressed,Traumatized,Violated",100,0,,,,,,,,,,,,,,,,,,,,,,,,,71,Male,2,0,2,Divorced,Bachelor's degree,36000,A1F1TBDHPYAAXT,,1,1,0,3,0,1,,3,,7958659,SisterVignettePage1,,CryingandBehaviorChange:Sister,,Q93,,,,Sister T1 DV|Sister T1 Action|Sister T1 Belief|Sister T1 Emotions,AC3:S|AC2:S|AC4:S,Sister T2 DV|Sister T2 Action|Sister T2 Belief|Sister T2 Emotions,,,
2020-12-28 12:33:10,2020-12-28 12:42:22,IP Address,98.207.213.243,100,552,True,2020-12-28 12:42:23,R_AM6Q6tgFV9VUF9L,,,,,37.7200927734375,-121.91899871826171875,anonymous,EN,,,,,,oaie,,,,,,,,,,,,,,,0,0,164.511,0,,,,,,1,1,"Angry,Devious,Jealous",The star player on your college's basketball team,The president of the college|The star player on your college's basketball team|Your sister|The coach of your college's basketball team,,,,,Sexual assault,Sexual assault|Accepting bribes|Cheating|Theft,Very succesful,Much smaller|Very succesful|Much larger|Very unsuccessful,0,0,"Sad,Distressed,Traumatized",100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,Male,4,0,1,Married,Bachelor's degree,55000,A2RINH8P33GL6H,"nothing else ",0,1,3,0,0,1,3,,,11022279,BasketballVignette,Crying:BasketballandBehaviorChange,,,Q103,Basketball T1 DV|Basketball T1 Belief|Basketball  T1Action|Basketball T1Emotion,AC1:BB|AC5:BB|AC4:BB,Basketball T2 DV|Basketball T2Action|Basketball T2 Belief|Basketball T2Emotion,,,,,,
2020-12-28 12:29:10,2020-12-28 12:42:26,IP Address,68.109.52.221,100,796,True,2020-12-28 12:42:27,R_20S9b5zi9q2VIa1,,,,,32.8936004638671875,-83.7429962158203125,anonymous,EN,,,,,,,,,,,,,,,,,ae,,,,,,,,3.997,40.141,61.242,3,,,,,,,,,,,,,,,,,,,,3.836,296.154,296.605,6,2.741,72.985,73.971,11,50,100,"Angry,Depressed,Distressed,Jealous",True,Groping her,Stealing from you|Groping her|Drug use|Drinking and driving,Your brother-in-law lost his house in a fire,Your brother-in-law lost his job|Your brother-in-law sold his house and is waiting to buy a new one|Yourbrother-in-law just moved to the area and needed a place to stay|Your brother-in-law lost his house in a fire,,,,,50,100,"Angry,Sad,Depressed,Distressed,Jealous",100,100,,,,,,,,,,,,,,,,,,,,,,,,,34,Female,6,1,1,Unmarried in a long-term relationship,High school (secondary school),49000,A6AB1O0UYB7PI,n/a,1,1,0,3,0,1,,3,,49648848,SisterVignettePage1,,Crying:Sister,,Q125,,,,Sister T1 DV|Sister T1 Action|Sister T1 Belief|Sister T1 Emotions,AC3:S|AC2:S|AC1:S,Sister T2 DV|Sister T2 Belief|Sister T2 Action|Sister T2 Emotions,,,
2020-12-28 12:36:28,2020-12-28 12:42:30,IP Address,174.96.65.194,100,361,True,2020-12-28 12:42:30,R_2CjNf0B7X7W5uIq,,,,,39.837799072265625,-84.1110992431640625,anonymous,EN,,,,,,,,,,,,,,,,ueio,,,,,0,0,110.579,0,,,,,,0,6,"Angry,Devious,Jealous",,,,,None of them did,All of them did|None of them did|Three of them did|Half of them did,Sexual assault,Cheating|Sexual assault|Theft|Accepting bribes,Very succesful,Much larger|Very unsuccessful|Much smaller|Very succesful,0,0,"Angry,Distressed,Jealous",100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,Male,4,0,0,Single,High school (secondary school),24000,A2B338ZP97RA5W,,0,1,3,0,0,1,3,,,58858386,BasketballVignette,VerbalRequest:Basketball,,,Q123,Basketball T1 DV|Basketball  T1Action|Basketball T1 Belief|Basketball T1Emotion,AC4:BB|AC3:BB|AC5:BB,Basketball T2 DV|Basketball T2Action|Basketball T2 Belief|Basketball T2Emotion,,,,,,
2020-12-28 12:37:16,2020-12-28 12:42:40,IP Address,97.102.0.185,100,323,True,2020-12-28 12:42:40,R_1N85Bk9QfxB2M5a,,,,,28.6840972900390625,-81.28119659423828125,anonymous,EN,,,,,ea,,,,,,,,,,,,,,,,4.521,4.714,13.49,2,,,,,,70,40,"Angry,Sad,Violated",,,Hard to deal with,Shy|Unselfish|Hard to deal with|Easy going,,,Sexual assault,Theft|Sexual assault|Cheating|Accepting bribes,Very succesful,Much smaller|Very unsuccessful|Much larger|Very succesful,79,40,"Angry,Jealous",70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,Male,6,0,0,Single,GED,15000,A2WPHVMLLEV5ZB,,0,1,3,0,0,1,3,,,41717573,BasketballVignette,Depression:Basketball,,,Q101,Basketball T1 DV|Basketball  T1Action|Basketball T1 Belief|Basketball T1Emotion,AC2:BB|AC5:BB|AC4:BB,Basketball T2 DV|Basketball T2Action|Basketball T2 Belief|Basketball T2Emotion,,,,,,
2020-12-28 12:39:16,2020-12-28 12:42:48,IP Address,76.106.183.92,100,211,True,2020-12-28 12:42:48,R_2uyeqT2PANudAND,,,,,30.1222991943359375,-81.362701416015625,anonymous,EN,,,,,,,,,,,,aoe,,,,,,,,,,,,,,,,,Males,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.12,27.96,40.033,3,75,75,"Angry,Sad,Depressed,Scared,Distressed,Traumatized",,,True,Your romantic partner,Your ex|Your romantic partner|Your old roomate|Your brother,,,False,75,75,"Angry,Sad",100,0,32,Female,1,0,2,Married,Bachelor's degree,"75,000",ATKNH6OR2G11O,,0,1,0,0,3,1,,,3,60383693,IntroSex,,,VerbalRequest:Partner,Q115,,,,,,,Partner T1 DV|Partner T1 Action|Partner T1 Belief|Partner T1 Emotion,AC 2 Partner|AC 3 Partner|AC 5 Partner,Partner T2 DV|Partner T2 Action|Partner T2 Belief|Partner T2 Emotions
2020-12-28 12:30:41,2020-12-28 12:42:48,IP Address,108.4.68.101,100,726,True,2020-12-28 12:42:48,R_39mTDHB8S2UWFIR,,,,,37.5536956787109375,-77.46019744873046875,anonymous,EN,,,,,,,,,,,,,,,,,ae,,,,,,,,8.524,35.486,36.341,3,,,,,,,,,,,,,,,,,,,,1.515,37.272,38.37,8,3.313,17.394,19.214,3,33,82,Jealous,True,,,,,Your mother,You best friend|Your brother|Your father|Your mother,Jealous,Happy|Intelligent|Scared|Jealous,45,93,Jealous,100,0,,,,,,,,,,,,,,,,,,,,,,,,,30,Male,1,1,1,Married,Bachelor's degree,20000,AFBVEFNU3LJ25,,0,1,0,3,0,1,,3,,53282752,SisterVignettePage1,,VerbalRequest:Sister,,Q125,,,,Sister T1 DV|Sister T1 Belief|Sister T1 Action|Sister T1 Emotions,AC1:S|AC5:S|AC4:S,Sister T2 DV|Sister T2 Belief|Sister T2 Action|Sister T2 Emotions,,,
2020-12-28 12:37:26,2020-12-28 12:42:50,IP Address,70.40.124.1,100,323,True,2020-12-28 12:42:50,R_2S9xks4CFSUucFC,,,,,34.264404296875,-78.0590972900390625,anonymous,EN,,,,,,,,ue,,,,,,,,,,,,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,33.725,0,,,,,0,0,"Angry,Sad,Depressed,Distressed,Jealous",Hitting her,Drug use|Hitting her|Drinking and driving|Stealing from you,True,,,,,False,10,10,"Sad,Depressed,Distressed,Jealous",100,0,29,Male,0,0,0,Unmarried in a long-term relationship,High school (secondary school),17500,A2FOUSWQDYHIE0,Thanks!,0,1,0,0,3,1,,,3,31059385,IntroSex,,,CryingwithBehaviorChange:Partner,Q107,,,,,,,Partner T1 DV|Partner T1 Action|Partner T1 Belief|Partner T1 Emotion,AC 2 Partner|AC 1 Partner|AC 5 Partner,Partner T2 DV|Partner T2 Action|Partner T2 Belief|Partner T2 Emotions
2020-12-28 12:37:49,2020-12-28 12:42:51,IP Address,173.26.13.158,100,302,True,2020-12-28 12:42:52,R_z1obI49DNgDNrm9,,,,,39.4795989990234375,-88.3755035400390625,anonymous,EN,,,,,ea,,,,,,,,,,,,,,,,,,,,0,0,25.951,0,,,,,,,,,,,,,,,,,,,,0,0,40.956,0,0,0,35.271,0,50,75,"Angry,Depressed,Guilty,Tired,Distressed,Devious,Jealous,Traumatized,Violated",True,Groping her,Stealing from you|Drug use|Drinking and driving|Groping her,,,,,Jealous,Scared|Intelligent|Jealous|Happy,50,75,"Calm,Neutral",100,0,,,,,,,,,,,,,,,,,,,,,,,,,52,Female,1,0,0,Married,Bachelor's degree,80000,A2N9U74YIPDQ9F,,1,1,0,3,0,1,,3,,12737303,SisterVignettePage1,,VerbalRequest:Sister,,Q101,,,,Sister T1 DV|Sister T1 Belief|Sister T1 Action|Sister T1 Emotions,AC2:S|AC1:S|AC5:S,Sister T2 DV|Sister T2 Action|Sister T2 Belief|Sister T2 Emotions,,,
2020-12-28 12:35:58,2020-12-28 12:42:52,IP Address,64.120.2.177,100,414,True,2020-12-28 12:42:52,R_vTgIbu0tuqfqzkJ,,,,,47.6031951904296875,-122.3412017822265625,anonymous,EN,ao,,,,,,,,,,,,,,,,,,,,,,,,,,,,Males,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.284,17.252,19.529,3,49,78,"Sad,Scared,Distressed",,,,Your romantic partner,Your brother|Your old roomate|Your romantic partner|Your ex,Extremely rude and avoidant,Shy|Kind and courteous|Pleasant|Extremely rude and avoidant,False,50,78,Calm,77,64,29,Female,0,0,1,Married,Bachelor's degree,51000,AT20PW4G38BMM,None,0,1,0,0,3,1,,,3,80234300,IntroSex,,,SuicideAttempt:Partner,Q93,,,,,,,Partner T1 DV|Partner T1 Belief|Partner T1 Action|Partner T1 Emotion,AC 4 Partner|AC 3 Partner|AC 5 Partner,Partner T2 DV|Partner T2 Belief|Partner T2 Action|Partner T2 Emotions
2020-12-28 12:32:54,2020-12-28 12:42:54,IP Address,72.229.168.172,100,599,True,2020-12-28 12:42:54,R_W10APmCKSHPv2W5,,,,,40.729705810546875,-73.8162994384765625,anonymous,EN,,,,,,,,,,,,aoe,,,,,,,,,,,,,0,0,37.907,0,,,,,,,,,,,,,,,,,,,,53.089,53.115,161.557,2,31.384,31.384,32.537,1,64,55,"Angry,Sad,Devious",True,Groping her,Drinking and driving|Stealing from you|Drug use|Groping her,Your brother-in-law lost his house in a fire,Yourbrother-in-law just moved to the area and needed a place to stay|Your brother-in-law lost his job|Your brother-in-law sold his house and is waiting to buy a new one|Your brother-in-law lost his house in a fire,,,,,100,100,"Angry,Sad,Suicidal,Mentally ill,Depressed,Scared,Tired,Distressed,Traumatized,Violated",100,0,,,,,,,,,,,,,,,,,,,,,,,,,24,Female,2,0,0,Single,Bachelor's degree,"45,000",A171RZ3O028XF6,"This was a very interesting study , it made me think and reflect a lot !",1,1,0,3,0,1,,3,,32137725,SisterVignettePage1,,SuicideAttempt:Sister,,Q115,,,,Sister T1 DV|Sister T1 Belief|Sister T1 Action|Sister T1 Emotions,AC2:S|AC3:S|AC1:S,Sister T2 DV|Sister T2 Belief|Sister T2 Action|Sister T2 Emotions,,,
2020-12-28 12:41:23,2020-12-28 12:42:58,IP Address,207.244.89.161,100,95,True,2020-12-28 12:42:59,R_XAgnCFPj6Muw1eF,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,,,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,Q97,,,,,,,,,
2020-12-28 12:37:23,2020-12-28 12:43:03,IP Address,98.144.149.220,100,340,True,2020-12-28 12:43:04,R_271Hyj2htxoqD3h,,,,,42.7256011962890625,-87.85880279541015625,anonymous,EN,ao,,,,,,,,,,,,,,,,,,,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,45.76,0,,,,,50,25,"Angry,Guilty,Scared,Distressed,Jealous",,,True,,,Extremely rude and avoidant,Kind and courteous|Extremely rude and avoidant|Pleasant|Shy,False,25,15,"Guilty,Scared,Distressed,Jealous",100,0,62,Male,2,0,0,Single,High school (secondary school),45000,A2EHH2ZFIRF1BF,,0,1,0,0,3,1,,,3,82333309,IntroSex,,,VerbalRequest:Partner,Q93,,,,,,,Partner T1 DV|Partner T1 Belief|Partner T1 Action|Partner T1 Emotion,AC 4 Partner|AC 2 Partner|AC 5 Partner,Partner T2 DV|Partner T2 Action|Partner T2 Belief|Partner T2 Emotions
2020-12-28 12:37:09,2020-12-28 12:43:10,IP Address,45.4.198.37,100,360,True,2020-12-28 12:43:10,R_SUbhpCAcxf0dcKB,,,,,40.75030517578125,-74.00140380859375,anonymous,EN,,,,,,,,,,,,,,,ea,,,,,,17.192,17.574,43.29,2,,,,,,61,72,"Angry,Mentally ill,Depressed,Guilty,Distressed",The coach of your college's basketball team,The president of the college|The coach of your college's basketball team|Your sister|The star player on your college's basketball team,Hard to deal with,Hard to deal with|Easy going|Unselfish|Shy,,,,,Very unsuccessful,Much larger|Very succesful|Much smaller|Very unsuccessful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,1,,,,BasketballVignette,,,,Q121,Basketball T1 DV|Basketball T1 Belief|Basketball  T1Action|Basketball T1Emotion,AC2:BB|AC5:BB|AC1:BB,,,,,,,
2020-12-28 12:29:53,2020-12-28 12:43:11,IP Address,73.60.138.143,100,798,True,2020-12-28 12:43:12,R_2TNnWpi25kUE966,,,,,42.5511016845703125,-71.2559967041015625,anonymous,EN,ao,,,,,,,,,,,,,,,,,,,,0,0,237.58,0,,,,,,8,4,"Angry,Guilty,Distressed,Jealous",,,Hard to deal with,Shy|Hard to deal with|Easy going|Unselfish,None of them did,Three of them did|All of them did|None of them did|Half of them did,Sexual assault,Accepting bribes|Theft|Cheating|Sexual assault,,,9,4,"Angry,Sad,Guilty,Jealous",83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,Male,2,2,0,Married,GED,65000,A1JBH17VQADOXZ,thank you for the study,0,1,3,0,0,1,3,,,83758540,BasketballVignette,Depression:Basketball,,,Q93,Basketball T1 DV|Basketball T1 Belief|Basketball  T1Action|Basketball T1Emotion,AC3:BB|AC2:BB|AC4:BB,Basketball T2 DV|Basketball T2 Belief|Basketball T2Action|Basketball T2Emotion,,,,,,
2020-12-28 12:33:41,2020-12-28 12:43:32,IP Address,75.107.44.151,100,591,True,2020-12-28 12:43:33,R_RRbNe73RiLw8G3L,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,,,,,,,,,,,,,,,,,,,ae,,7.151,35.301,69.594,3,,,,,,12,3,"Devious,Jealous",,,,,None of them did,Three of them did|Half of them did|None of them did|All of them did,Sexual assault,Accepting bribes|Theft|Sexual assault|Cheating,Very unsuccessful,Much smaller|Very unsuccessful|Very succesful|Much larger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,1,2,,,,BasketballVignette,,,,Q129,Basketball T1 DV|Basketball T1 Belief|Basketball  T1Action|Basketball T1Emotion,AC3:BB|AC4:BB|AC5:BB,,,,,,,
2020-12-28 12:37:23,2020-12-28 12:43:33,IP Address,75.97.235.116,100,369,True,2020-12-28 12:43:33,R_22xZU08tNIY9Omt,,,,,40.8325042724609375,-75.7014007568359375,anonymous,EN,,,,,,,,,,,,,,,,,,,ae,,,,,,29.59,29.59,30.75,1,,,,,,,,,,,,,,,,,,,,25.291,26.173,27.197,2,5.793,37.966,39.369,3,6,11,"Angry,Mentally ill,Devious,Jealous",,Groping her,Stealing from you|Drug use|Drinking and driving|Groping her,Your brother-in-law lost his house in a fire,Your brother-in-law lost his job|Your brother-in-law lost his house in a fire|Yourbrother-in-law just moved to the area and needed a place to stay|Your brother-in-law sold his house and is waiting to buy a new one,,,Jealous,Intelligent|Jealous|Happy|Scared,6,11,"Angry,Mentally ill,Distressed,Devious,Jealous",100,0,,,,,,,,,,,,,,,,,,,,,,,,,34,Male,2,0,0,Single,High school (secondary school),10000,A2NA6X1SON3KFH,,1,1,0,3,0,1,,3,,83282797,SisterVignettePage1,,Crying:Sister,,Q129,,,,Sister T1 DV|Sister T1 Action|Sister T1 Belief|Sister T1 Emotions,AC5:S|AC3:S|AC2:S,Sister T2 DV|Sister T2 Action|Sister T2 Belief|Sister T2 Emotions,,,
2020-12-28 12:36:29,2020-12-28 12:43:33,IP Address,76.105.40.82,100,423,True,2020-12-28 12:43:34,R_2wc6vhfAWPejSZ4,,,,,38.76800537109375,-121.33489990234375,anonymous,EN,,,,,,,aie,,,,,,,,,,,,,,,,,,0,0,21.713,0,,,,,,,,,,,,,,,,,,,,0,0,43.234,0,0,0,52.613,0,50,33,"Sad,Scared,Distressed,Jealous",True,Groping her,Groping her|Drinking and driving|Drug use|Stealing from you,,,,,Jealous,Intelligent|Scared|Jealous|Happy,65,51,"Sad,Depressed,Scared,Tired",100,100,,,,,,,,,,,,,,,,,,,,,,,,,28,Male,2,0,0,Married,Bachelor's degree,80000,A2VNWJU49OOVFC,No,1,1,0,3,0,1,,3,,39566800,SisterVignettePage1,,Depression:Sister,,Q105,,,,Sister T1 DV|Sister T1 Action|Sister T1 Belief|Sister T1 Emotions,AC1:S|AC2:S|AC5:S,Sister T2 DV|Sister T2 Belief|Sister T2 Action|Sister T2 Emotions,,,
2020-12-28 12:38:09,2020-12-28 12:43:37,IP Address,99.3.19.81,100,328,True,2020-12-28 12:43:37,R_XB864UZrZrC1o5z,,,,,41.486602783203125,-81.80370330810546875,anonymous,EN,,,,ui,,,,,,,,,,,,,,,,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,77.58,0,,,,,21,70,"Angry,Sad,Depressed,Scared,Tired,Jealous,Traumatized,Violated",,,True,,,Extremely rude and avoidant,Shy|Pleasant|Extremely rude and avoidant|Kind and courteous,False,36,51,"Scared,Distressed,Jealous,Confident",100,0,60,Male,2,0,1,Divorced,Bachelor's degree,39000,A1YX741QQSMKPS,,0,1,0,0,3,1,,,3,3455801,IntroSex,,,VerbalRequest:Partner,Q99,,,,,,,Partner T1 DV|Partner T1 Action|Partner T1 Belief|Partner T1 Emotion,AC 4 Partner|AC 2 Partner|AC 5 Partner,Partner T2 DV|Partner T2 Belief|Partner T2 Action|Partner T2 Emotions
2020-12-28 12:33:45,2020-12-28 12:43:45,IP Address,98.200.20.70,100,600,True,2020-12-28 12:43:46,R_29dfZZAbcdDkuOF,,,,,29.542205810546875,-95.321197509765625,anonymous,EN,,,,,,oaie,,,,,,,,,,,,,,,,,,,,,,,Males,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.763,42.54,67.489,2,74,32,"Angry,Sad,Depressed,Violated",,,,Your romantic partner,Your romantic partner|Your ex|Your brother|Your old roomate,Extremely rude and avoidant,Extremely rude and avoidant|Shy|Kind and courteous|Pleasant,True,,,,,,,,,,,,,,,,0,1,0,0,2,1,,,2,,IntroSex,,,,Q103,,,,,,,Partner T1 DV|Partner T1 Belief|Partner T1 Action|Partner T1 Emotion,AC 5 Partner|AC 4 Partner|AC 3 Partner,
2020-12-28 12:36:52,2020-12-28 12:43:47,IP Address,68.189.212.243,100,415,True,2020-12-28 12:43:48,R_3Hv8uSfCDHpufqD,,,,,32.7566070556640625,-97.7906036376953125,anonymous,EN,,,,,,,,,,,,,,,,,ae,,,,,,,,55.889,55.889,67.385,1,,,,,,,,,,,,,,,,,,,,10.939,10.939,27.434,1,5.772,27.452,40.402,4,0,0,"Angry,Devious,Jealous",True,,,Your brother-in-law lost his house in a fire,Your brother-in-law lost his job|Your brother-in-law sold his house and is waiting to buy a new one|Yourbrother-in-law just moved to the area and needed a place to stay|Your brother-in-law lost his house in a fire,,,Jealous,Happy|Scared|Jealous|Intelligent,81,83,"Sad,Depressed,Tired,Distressed,Traumatized,Violated",100,0,,,,,,,,,,,,,,,,,,,,,,,,,38,Female,2,0,0,Single,High school (secondary school),30000,A3MWV912LNFD67,,0,1,0,3,0,1,,3,,17785465,SisterVignettePage1,,CryingandBehaviorChange:Sister,,Q125,,,,Sister T1 DV|Sister T1 Belief|Sister T1 Action|Sister T1 Emotions,AC1:S|AC5:S|AC3:S,Sister T2 DV|Sister T2 Belief|Sister T2 Action|Sister T2 Emotions,,,
2020-12-28 12:26:14,2020-12-28 12:43:52,IP Address,73.232.198.213,100,1058,True,2020-12-28 12:43:52,R_3gYGLzvMm4m2N9P,,,,,29.7227935791015625,-95.42510223388671875,anonymous,EN,,,,,,,,ue,,,,,,,,,,,,,260.092,303.954,316.711,4,,,,,,20,25,"Angry,Mentally ill,Distressed,Jealous,Violated",,,,,None of them did,Three of them did|Half of them did|None of them did|All of them did,Sexual assault,Sexual assault|Theft|Accepting bribes|Cheating,Very succesful,Much larger|Much smaller|Very succesful|Very unsuccessful,20,25,"Angry,Mentally ill,Depressed,Jealous,Violated",50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,Male,2,1,1,Married,Bachelor's degree,85000,AIZUOHKQT14OM,,0,1,3,0,0,1,3,,,27368300,BasketballVignette,SuicideAttempt:Basketball,,,Q107,Basketball T1 DV|Basketball  T1Action|Basketball T1 Belief|Basketball T1Emotion,AC4:BB|AC3:BB|AC5:BB,Basketball T2 DV|Basketball T2Action|Basketball T2 Belief|Basketball T2Emotion,,,,,,
